Level,TOL 2025,Title_fi,Title_en,Title_sv,Category
5,46649,Muu muualla luokittelematon koneiden ja laitteiden tukkukauppa,Other wholesale of machinery and equipment not elsewhere classified,Annan partihandel med maskiner och utrustning som inte klassificeras någon annanstans,G
3,467,"Moottoriajoneuvojen, moottoripyörien sekä niiden osien ja varusteiden tukkukauppa","Wholesale of motor vehicles, motorcycles and their parts and accessories","Partihandel med motorfordon, motorcyklar och deras delar och tillbehör",G
4,4671,Moottoriajoneuvojen tukkukauppa,Wholesale of motor vehicles,Partihandel med motorfordon,G
5,46711,Autojen ja kevyiden moottoriajoneuvojen tukkukauppa,Wholesale of cars and light motor vehicles,Partihandel med bilar och lätta motorfordon,G
5,46712,Kuorma-autojen ja muiden raskaiden moottoriajoneuvojen tukkukauppa,Wholesale of trucks and other heavy motor vehicles,Partihandel med lastbilar och andra tunga motorfordon,G
4,4672,Moottoriajoneuvojen osien ja varusteiden tukkukauppa,Wholesale of motor vehicle parts and accessories,Partihandel med delar och tillbehör till motorfordon,G
5,46721,Moottoriajoneuvojen renkaiden tukkukauppa,Wholesale of motor vehicle tires,Partihandel med motorfordonsdäck,G
5,46722,Muu moottoriajoneuvojen osien ja varusteiden tukkukauppa,Other wholesale of motor vehicle parts and accessories,Övrig partihandel med delar och tillbehör till motorfordon,G
4,4673,Moottoripyörien sekä niiden osien ja varusteiden tukkukauppa,Wholesale of motorcycles and their parts and accessories,Partihandel med motorcyklar och deras delar och tillbehör,G
5,46730,Moottoripyörien sekä niiden osien ja varusteiden tukkukauppa,Wholesale of motorcycles and their parts and accessories,Partihandel med motorcyklar och deras delar och tillbehör,G
3,468,Muu erikoistunut tukkukauppa,Other specialized wholesale,Annan specialiserad grossist,G
4,4681,"Kiinteiden, nestemäisten ja kaasumaisten polttoaineiden ja vastaavien tuotteiden tukkukauppa","Wholesale of solid, liquid and gaseous fuels and similar products","Partihandel med fasta, flytande och gasformiga bränslen och liknande produkter",G
5,46810,"Kiinteiden, nestemäisten ja kaasumaisten polttoaineiden ja vastaavien tuotteiden tukkukauppa","Wholesale of solid, liquid and gaseous fuels and similar products","Partihandel med fasta, flytande och gasformiga bränslen och liknande produkter",G
4,4682,Raakametallien ja metallimalmien tukkukauppa,Wholesale of raw metals and metal ores,Partihandel med råmetaller och metallmalmer,G
5,46820,Raakametallien ja metallimalmien tukkukauppa,Wholesale of raw metals and metal ores,Partihandel med råmetaller och metallmalmer,G
4,4683,"Puun, rakennustarvikkeiden ja saniteettikalusteiden tukkukauppa","Wholesale of wood, construction materials and sanitary furniture","Partihandel med trä, byggmaterial och sanitetsmöbler",G
5,46831,Rakennustarvikkeiden tukkukauppa ilman erikoistumista tiettyyn tuoteryhmään,Wholesale of building materials without specialization in a specific product group,Partihandel med byggmaterial utan specialisering inom en specifik produktgrupp,G
5,46832,Puun tukkukauppa,Wood wholesale,Trä grossist,G
5,46833,Metallisten rakennustarvikkeiden tukkukauppa,Wholesale of metal building materials,Partihandel med byggmaterial av metall,G
5,46839,Saniteettikalusteiden ja muiden rakennustarvikkeiden erikoistunut tukkukauppa,Specialized wholesaler of sanitary furniture and other building supplies,Specialiserad grossist av sanitetsmöbler och andra byggmaterial,G
4,4684,"Rautakauppatavaroiden, LVI-laitteiden ja -tarvikkeiden tukkukauppa","Wholesale of hardware, HVAC equipment and supplies","Partihandel med hårdvara, VVS-utrustning och tillbehör",G
5,46841,Rautakauppatavaroiden tukkukauppa,Wholesale of hardware goods,Partihandel med järnvaror,G
5,46842,LVI-laitteiden ja -tarvikkeiden tukkukauppa,Wholesale of HVAC equipment and supplies,Partihandel med VVS-utrustning och tillbehör,G
4,4685,Kemikaalien tukkukauppa,Wholesale of chemicals,Partihandel med kemikalier,G
5,46850,Kemikaalien tukkukauppa,Wholesale of chemicals,Partihandel med kemikalier,G
4,4686,Muu välituotteiden tukkukauppa,Wholesale of other intermediate products,Partihandel med andra mellanprodukter,G
5,46860,Muu välituotteiden tukkukauppa,Wholesale of other intermediate products,Partihandel med andra mellanprodukter,G
4,4687,Jätteen ja romun tukkukauppa,Wholesale of waste and scrap,Partihandel med avfall och skrot,G
5,46870,Jätteen ja romun tukkukauppa,Wholesale of waste and scrap,Partihandel med avfall och skrot,G
4,4689,Muu muualla luokittelematon erikoistunut tukkukauppa,Other specialized wholesale not elsewhere classified,Annan specialiserad grossisthandel som inte klassificeras någon annanstans,G
5,46890,Muu muualla luokittelematon erikoistunut tukkukauppa,Other specialized wholesale not elsewhere classified,Annan specialiserad grossisthandel som inte klassificeras någon annanstans,G
3,469,Yleistukkukauppa,General wholesale,Allmän grossisthandel,G
4,4690,Yleistukkukauppa,General wholesale,Allmän grossisthandel,G
5,46900,Yleistukkukauppa,General wholesale,Allmän grossisthandel,G
2,47,Vähittäiskauppa,Retail,Detaljhandel,G
3,471,Erikoistumaton vähittäiskauppa,Non-specialized retail store,Icke-specialiserad butik,G
4,4711,"Erikoistumaton elintarvikkeiden, juomien tai tupakan vähittäiskauppa","Non-specialized retail of food, beverages or tobacco","Icke-specialiserad detaljhandel med livsmedel, drycker eller tobak",G
5,47110,"Erikoistumaton elintarvikkeiden, juomien tai tupakan vähittäiskauppa","Non-specialized retail of food, beverages or tobacco","Icke-specialiserad detaljhandel med livsmedel, drycker eller tobak",G
4,4712,Muu erikoistumaton vähittäiskauppa,Other non-specialized retail trade,Annan icke-specialiserad detaljhandel,G
5,47120,Muu erikoistumaton vähittäiskauppa,Other non-specialized retail trade,Annan icke-specialiserad detaljhandel,G
3,472,"Elintarvikkeiden, juomien ja tupakan vähittäiskauppa","Retail trade of food, beverages and tobacco","Detaljhandel med livsmedel, drycker och tobak",G
4,4721,Kasvisten vähittäiskauppa,Vegetable retail,Detaljhandel med grönsaker,G
5,47210,Kasvisten vähittäiskauppa,Vegetable retail,Detaljhandel med grönsaker,G
4,4722,Lihan ja lihatuotteiden vähittäiskauppa,Retail trade of meat and meat products,Detaljhandel med kött och köttprodukter,G
5,47220,Lihan ja lihatuotteiden vähittäiskauppa,Retail trade of meat and meat products,Detaljhandel med kött och köttprodukter,G
4,4723,"Kalan, äyriäisten ja nilviäisten vähittäiskauppa","Retail trade of fish, crustaceans and molluscs","Detaljhandel med fisk, kräftdjur och blötdjur",G
5,47230,"Kalan, äyriäisten ja nilviäisten vähittäiskauppa","Retail trade of fish, crustaceans and molluscs","Detaljhandel med fisk, kräftdjur och blötdjur",G
4,4724,Leipomotuotteiden ja makeisten vähittäiskauppa,Retail of bakery products and sweets,Detaljhandel med bageriprodukter och godis,G
5,47240,Leipomotuotteiden ja makeisten vähittäiskauppa,Retail of bakery products and sweets,Detaljhandel med bageriprodukter och godis,G
4,4725,Juomien vähittäiskauppa,Beverage retail,Dryckeshandel,G
5,47250,Juomien vähittäiskauppa,Beverage retail,Dryckeshandel,G
4,4726,Tupakkatuotteiden vähittäiskauppa,Retail trade of tobacco products,Detaljhandel med tobaksvaror,G
5,47260,Tupakkatuotteiden vähittäiskauppa,Retail trade of tobacco products,Detaljhandel med tobaksvaror,G
4,4727,Muu elintarvikkeiden vähittäiskauppa,Other food retail trade,Övrig dagligvaruhandel,G
5,47271,Luontaistuotteiden vähittäiskauppa,Retail of natural products,Detaljhandel med naturprodukter,G
5,47279,Muu muualla luokittelematon elintarvikkeiden vähittäiskauppa,Other food retailing not elsewhere classified,Annan detaljhandel med livsmedel som inte klassificeras någon annanstans,G
3,473,Ajoneuvojen polttoaineen vähittäiskauppa,Retail trade of vehicle fuel,Detaljhandel med fordonsbränsle,G
4,4730,Ajoneuvojen polttoaineen vähittäiskauppa,Retail trade of vehicle fuel,Detaljhandel med fordonsbränsle,G
5,47300,Ajoneuvojen polttoaineen vähittäiskauppa,Retail trade of vehicle fuel,Detaljhandel med fordonsbränsle,G
3,474,Tieto- ja viestintäteknisten laitteiden vähittäiskauppa,Retail trade of information and communication technology equipment,Detaljhandel med informations- och kommunikationsteknisk utrustning,G
4,4740,Tieto- ja viestintäteknisten laitteiden vähittäiskauppa,Retail trade of information and communication technology equipment,Detaljhandel med informations- och kommunikationsteknisk utrustning,G
5,47400,Tieto- ja viestintäteknisten laitteiden vähittäiskauppa,Retail trade of information and communication technology equipment,Detaljhandel med informations- och kommunikationsteknisk utrustning,G
3,475,Muu taloustavaroiden vähittäiskauppa,Other retail trade of household goods,Övrig detaljhandel med bohag,G
4,4751,Tekstiilien vähittäiskauppa,Textile retail,Textilhandel,G
5,47511,Kankaiden vähittäiskauppa,Fabric retail,Tyghandel,G
5,47512,Lankojen ja käsityötarvikkeiden vähittäiskauppa,Retail trade of threads and handicraft supplies,Detaljhandel med trådar och hantverksvaror,G
4,4752,"Rautakauppatavaran, rakennustarvikkeiden, maalien ja lasin vähittäiskauppa","Retail trade of hardware, building materials, paints and glass","Detaljhandel med järn, byggmaterial, färg och glas",G
5,47521,Rautakauppatavaran ja rakennustarvikkeiden vähittäiskauppa ilman erikoistumista tiettyyn tuoteryhmään,Retail trade of hardware and building materials without specializing in a specific product group,Detaljhandel med järn- och byggmaterial utan att specialisera sig på en specifik produktgrupp,G
5,47522,Maalien vähittäiskauppa,Paint retail,Färg detaljhandel,G
5,47523,Keittiö- ja saniteettikalusteiden vähittäiskauppa,Retail store of kitchen and sanitary furniture,Detaljhandel med köks- och sanitetsmöbler,G
5,47529,"Muu rautakauppatavaran, rakennustarvikkeiden ja lasin erikoistunut vähittäiskauppa","Other specialized retail store of hardware, building materials and glass","Annan specialiserad detaljhandel med järn, byggmaterial och glas",G
4,4753,"Mattojen, seinäpinnoitteiden ja lattianpäällysteiden vähittäiskauppa","Retail of carpets, wall coverings and floor coverings","Detaljhandel med mattor, väggbeklädnader och golvbeläggningar",G
5,47531,Mattojen ja verhojen vähittäiskauppa,Retail of carpets and curtains,Detaljhandel med mattor och gardiner,G
5,47532,Seinäpinnoitteiden ja lattianpäällysteiden vähittäiskauppa,Retail trade of wall coverings and floor coverings,Detaljhandel med väggbeklädnader och golvbeläggningar,G
4,4754,Sähkökäyttöisten kodinkoneiden vähittäiskauppa,Retail trade of electrical household appliances,Detaljhandel med elektriska hushållsapparater,G
5,47540,Sähkökäyttöisten kodinkoneiden vähittäiskauppa,Retail trade of electrical household appliances,Detaljhandel med elektriska hushållsapparater,G
4,4755,"Huonekalujen, valaisimien, ruokailuvälineiden, astioiden ja muiden taloustavaroiden vähittäiskauppa","Retail of furniture, lighting, cutlery, crockery and other household goods","Detaljhandel med möbler, belysning, bestick, porslin och andra bohag",G
5,47551,Huonekalujen vähittäiskauppa,Furniture retail,Möbelhandel,G
5,47552,Valaisimien vähittäiskauppa,Lighting retail,Belysningshandel,G
5,47553,Lastentarvikkeiden vähittäiskauppa,Retail store of children's goods,Detaljhandel med barnvaror,G
5,47554,"Kumista ja muovista valmistettujen ruokailuvälineiden, astioiden ja taloustavaroiden vähittäiskauppa","Retail sale of cutlery, crockery and household goods made of rubber and plastic","Detaljhandel med bestick, porslin och hushållsartiklar av gummi och plast",G
5,47555,"Muu ruokailuvälineiden, astioiden ja taloustavaroiden vähittäiskauppa","Other retail trade of cutlery, crockery and household goods","Övrig detaljhandel med bestick, porslin och hushållsartiklar",G
3,476,Kulttuuri- ja vapaa-ajan tuotteiden vähittäiskauppa,Retail of cultural and leisure products,Detaljhandel med kultur- och fritidsprodukter,G
4,4761,Kirjojen vähittäiskauppa,Book retail,Bokhandel,G
5,47610,Kirjojen vähittäiskauppa,Book retail,Bokhandel,G
4,4762,"Sanomalehtien, muiden aikakausjulkaisujen ja paperitavaran vähittäiskauppa","Retail sale of newspapers, other periodicals and stationery","Detaljhandel med tidningar, andra tidskrifter och pappersvaror",G
5,47620,"Sanomalehtien, muiden aikakausjulkaisujen ja paperitavaran vähittäiskauppa","Retail sale of newspapers, other periodicals and stationery","Detaljhandel med tidningar, andra tidskrifter och pappersvaror",G
4,4763,Urheiluvälineiden vähittäiskauppa,Sports equipment retail,Detaljhandel med sportutrustning,G
5,47631,Veneiden ja veneilytarvikkeiden vähittäiskauppa,Retail of boats and boating accessories,Detaljhandel med båtar och båttillbehör,G
5,47632,Polkupyörien ja muiden urheiluvälineiden vähittäiskauppa,Retail trade of bicycles and other sports equipment,Detaljhandel med cyklar och annan sportutrustning,G
4,4764,Pelien ja leikkikalujen vähittäiskauppa,Retail trade of games and toys,Detaljhandel med spel och leksaker,G
5,47640,Pelien ja leikkikalujen vähittäiskauppa,Retail trade of games and toys,Detaljhandel med spel och leksaker,G
4,4769,Muualla luokittelematon kulttuuri- ja vapaa-ajan tuotteiden vähittäiskauppa,Retail trade of culture and leisure products not elsewhere classified,Detaljhandel med kultur- och fritidsprodukter ej klassificerad någon annanstans,G
5,47691,Taideliikkeet,Art shops,Konstbutiker,G
5,47699,Muu muualla luokittelematon kulttuuri- ja vapaa-ajan tuotteiden vähittäiskauppa,Other retail trade of cultural and leisure products not elsewhere classified,Annan detaljhandel med kultur- och fritidsprodukter ej klassificerad någon annanstans,G
3,477,Muiden tavaroiden vähittäiskauppa pois lukien moottoriajoneuvot ja moottoripyörät,Retail trade of other goods excluding motor vehicles and motorcycles,Detaljhandel med andra varor utom motorfordon och motorcyklar,G
4,4771,Vaatteiden vähittäiskauppa,Clothing retail,Klädhandel,G
5,47711,Erikoistunut vaatteiden vähittäiskauppa,Specialized clothing retail store,Specialiserad klädbutik,G
5,47712,Vaatteiden vähittäiskauppa ilman erikoistumista tiettyyn tuoteryhmään,Clothing retail without specializing in a specific product group,Klädhandel utan att specialisera sig på en specifik produktgrupp,G
4,4772,Jalkineiden ja nahkatavaroiden vähittäiskauppa,Retail trade of footwear and leather goods,Detaljhandel med skor och lädervaror,G
5,47721,Jalkineiden vähittäiskauppa,Footwear retail,Skodon detaljhandel,G
5,47722,Nahkatavaroiden vähittäiskauppa,Retail trade of leather goods,Detaljhandel med lädervaror,G
4,4773,Farmaseuttisten tuotteiden vähittäiskauppa,Retail trade of pharmaceutical products,Detaljhandel med läkemedel,G
5,47730,Farmaseuttisten tuotteiden vähittäiskauppa,Retail trade of pharmaceutical products,Detaljhandel med läkemedel,G
4,4774,Lääkinnällisten ja ortopedisten tuotteiden vähittäiskauppa,Retail trade of medical and orthopedic products,Detaljhandel med medicinska och ortopediska produkter,G
5,47741,Optisten lääkinnällisten tuotteiden vähittäiskauppa,Retail trade of optical medical products,Detaljhandel med optiska medicinska produkter,G
5,47742,Muu lääkinnällisten ja ortopedisten tuotteiden vähittäiskauppa,Other retail trade of medical and orthopedic products,Övrig detaljhandel med medicinska och ortopediska produkter,G
4,4775,Kosmetiikka- ja hygieniatuotteiden vähittäiskauppa,Retail trade of cosmetics and hygiene products,Detaljhandel med kosmetika och hygienprodukter,G
5,47750,Kosmetiikka- ja hygieniatuotteiden vähittäiskauppa,Retail trade of cosmetics and hygiene products,Detaljhandel med kosmetika och hygienprodukter,G
4,4776,"Kukkien, kasvien, lannoitteiden, lemmikkieläinten ja lemmikkieläinten ruokien vähittäiskauppa","Retail sale of flowers, plants, fertilizers, pets and pet food","Detaljhandel med blommor, växter, konstgödsel, husdjur och husdjursfoder",G
5,47761,Kukkien ja koristekasvien vähittäiskauppa,Retail trade of flowers and ornamental plants,Detaljhandel med blommor och prydnadsväxter,G
5,47762,Muu kasvien ja lannoitteiden vähittäiskauppa,Other plant and fertilizer retail,Annan växt- och gödselhandel,G
5,47763,Lemmikkieläinten ja lemmikkieläinten ruokien vähittäiskauppa,Retail trade of pets and pet food,Detaljhandel med husdjur och husdjursmat,G
4,4777,Kellojen ja korujen vähittäiskauppa,Watches and jewelry retail,Klockor och smycken detaljhandel,G
5,47770,Kellojen ja korujen vähittäiskauppa,Watches and jewelry retail,Klockor och smycken detaljhandel,G
4,4778,Muu uusien tavaroiden vähittäiskauppa,Other retail trade of new goods,Övrig detaljhandel med nya varor,G
5,47781,Valokuvaustarvikkeiden vähittäiskauppa,Photography accessories retail,Fototillbehör detaljhandel,G
5,47782,Muu muualla luokittelematon uusien tavaroiden vähittäiskauppa,Other retail trade of new goods not elsewhere classified,Annan detaljhandel med nya varor ej klassificerad någon annanstans,G
4,4779,Käytettyjen tavaroiden vähittäiskauppa,Retail trade of used goods,Detaljhandel med begagnade varor,G
5,47791,Antiikkitavaroiden ja -huonekalujen vähittäiskauppa,Retail trade of antiques and furniture,Detaljhandel med antikviteter och möbler,G
5,47792,Vanhojen ja käytettyjen kirjojen vähittäiskauppa,Retail of old and used books,Återförsäljning av gamla och begagnade böcker,G
5,47793,Käytettyjen vaatteiden ja asusteiden vähittäiskauppa,Retail of used clothes and accessories,Detaljhandel med begagnade kläder och accessoarer,G
5,47799,Muu käytettyjen tavaroiden vähittäiskauppa,Other retail trade of second-hand goods,Övrig detaljhandel med begagnade varor,G
3,478,"Moottoriajoneuvojen, moottoripyörien ja niiden osien ja varusteiden vähittäiskauppa","Retail trade of motor vehicles, motorcycles and their parts and accessories","Detaljhandel med motorfordon, motorcyklar och deras delar och tillbehör",G
4,4781,Moottoriajoneuvojen vähittäiskauppa,Retail trade of motor vehicles,Detaljhandel med motorfordon,G
5,47811,Autojen ja kevyiden moottoriajoneuvojen vähittäiskauppa,Retail trade of cars and light motor vehicles,Detaljhandel med bilar och lätta motorfordon,G
5,47812,Matkailuvaunujen ja muiden moottoriajoneuvojen vähittäiskauppa,Retail trade of caravans and other motor vehicles,Detaljhandel med husvagnar och andra motorfordon,G
4,4782,Moottoriajoneuvojen osien ja varusteiden vähittäiskauppa,Retail trade of motor vehicle parts and accessories,Detaljhandel med delar och tillbehör till motorfordon,G
5,47821,Moottoriajoneuvojen renkaiden vähittäiskauppa,Retail sale of motor vehicle tires,Detaljhandel med motorfordonsdäck,G
5,47822,Muu moottoriajoneuvojen osien ja varusteiden vähittäiskauppa,Other retail trade of motor vehicle parts and accessories,Övrig detaljhandel med delar och tillbehör till motorfordon,G
4,4783,Moottoripyörien ja niiden osien ja varusteiden vähittäiskauppa,Retail trade of motorcycles and their parts and accessories,Detaljhandel med motorcyklar och deras delar och tillbehör,G
5,47830,Moottoripyörien ja niiden osien ja varusteiden vähittäiskauppa,Retail trade of motorcycles and their parts and accessories,Detaljhandel med motorcyklar och deras delar och tillbehör,G
3,479,Vähittäiskauppaa koskevat välityspalvelut,Brokerage services for retail trade,Mäklartjänster för detaljhandel,G
4,4791,Erikoistumatonta vähittäiskauppaa koskevat välityspalvelut,Brokerage services for non-specialized retail trade,Mäklartjänster för icke specialiserad detaljhandel,G
5,47910,Erikoistumatonta vähittäiskauppaa koskevat välityspalvelut,Brokerage services for non-specialized retail trade,Mäklartjänster för icke specialiserad detaljhandel,G
4,4792,Erikoistunutta vähittäiskauppaa koskevat välityspalvelut,Brokerage services for specialized retail trade,Mäklartjänster för specialiserad detaljhandel,G
5,47920,Erikoistunutta vähittäiskauppaa koskevat välityspalvelut,Brokerage services for specialized retail trade,Mäklartjänster för specialiserad detaljhandel,G
1,H,Kuljetus ja varastointi,Transportation and storage,Transport och förvaring,
2,49,Maaliikenne ja putkijohtokuljetus,Land transport and pipeline transport,Landtransporter och rörledningstransporter,H
3,491,Raideliikenteen henkilökuljetus,Rail passenger transport,Persontransport på järnväg,H
4,4911,Raskaan raideliikenteen henkilökuljetus,Heavy rail passenger transport,Tung persontransport på järnväg,H
5,49110,Raskaan raideliikenteen henkilökuljetus,Heavy rail passenger transport,Tung persontransport på järnväg,H
4,4912,Muu raideliikenteen henkilökuljetus,Other rail passenger transport,Övrig persontransport på järnväg,H
5,49120,Muu raideliikenteen henkilökuljetus,Other rail passenger transport,Övrig persontransport på järnväg,H
3,492,Raideliikenteen tavarankuljetus,Rail transport of goods,Järnvägstransport av gods,H
4,4920,Raideliikenteen tavarankuljetus,Rail transport of goods,Järnvägstransport av gods,H
5,49200,Raideliikenteen tavarankuljetus,Rail transport of goods,Järnvägstransport av gods,H
3,493,Muu maaliikenteen henkilökuljetus,Other ground passenger transport,Övrig persontransport på marken,H
4,4931,Tieliikenteen säännöllinen henkilökuljetus,Regular passenger transport by road,Regelbunden persontransport på väg,H
5,49310,Tieliikenteen säännöllinen henkilökuljetus,Regular passenger transport by road,Regelbunden persontransport på väg,H
4,4932,Tieliikenteen muu kuin säännöllinen henkilökuljetus,Road transport other than regular passenger transport,Andra vägtransporter än reguljära persontransporter,H
5,49320,Tieliikenteen muu kuin säännöllinen henkilökuljetus,Road transport other than regular passenger transport,Andra vägtransporter än reguljära persontransporter,H
4,4933,Kutsuttaessa saatavilla oleva henkilökuljetus,Passenger transport available upon request,Passagerartransport tillgänglig på begäran,H
5,49330,Kutsuttaessa saatavilla oleva henkilökuljetus,Passenger transport available upon request,Passagerartransport tillgänglig på begäran,H
4,4934,Köysiratojen ja hiihtohissien henkilökuljetus,Transportation of cable cars and ski lifts,Transport av linbanor och skidliftar,H
5,49340,Köysiratojen ja hiihtohissien henkilökuljetus,Transportation of cable cars and ski lifts,Transport av linbanor och skidliftar,H
4,4939,Muu muualla luokittelematon maaliikenteen henkilökuljetus,Other ground passenger transport not elsewhere classified,Annan persontransport på marken som inte klassificeras någon annanstans,H
5,49390,Muu muualla luokittelematon maaliikenteen henkilökuljetus,Other ground passenger transport not elsewhere classified,Annan persontransport på marken som inte klassificeras någon annanstans,H
3,494,Tieliikenteen tavarankuljetus ja muuttopalvelut,Road freight transport and Moving services,Vägtransporter och flytttjänster,H
4,4941,Tieliikenteen tavarankuljetus,Road transport of goods,Vägtransport av gods,H
5,49410,Tieliikenteen tavarankuljetus,Road transport of goods,Vägtransport av gods,H
4,4942,Muuttopalvelut,Moving services,Flytttjänster,H
5,49420,Muuttopalvelut,Moving services,Flytttjänster,H
3,495,Putkijohtokuljetus,Pipeline transport,Rörledningstransport,H
4,4950,Putkijohtokuljetus,Pipeline transport,Rörledningstransport,H
5,49500,Putkijohtokuljetus,Pipeline transport,Rörledningstransport,H
2,50,Vesiliikenne,Water transport,Vattentransport,H
3,501,Meri- ja rannikkovesiliikenteen henkilökuljetus,Passenger transport by sea and coastal waterways,Passagerartransport till sjöss och kustnära vattenvägar,H
4,5010,Meri- ja rannikkovesiliikenteen henkilökuljetus,Passenger transport by sea and coastal waterways,Passagerartransport till sjöss och kustnära vattenvägar,H
5,50101,Meriliikenteen henkilökuljetus,Maritime passenger transport,Sjöpassagerartransporter,H
5,50102,Rannikkovesiliikenteen henkilökuljetus,Passenger transport in coastal waterways,Persontransport i kustnära vattenvägar,H
3,502,Meri- ja rannikkovesiliikenteen tavarankuljetus,Freight transport by sea and coastal waterways,Godstransporter till sjöss och kustnära vattenvägar,H
4,5020,Meri- ja rannikkovesiliikenteen tavarankuljetus,Freight transport by sea and coastal waterways,Godstransporter till sjöss och kustnära vattenvägar,H
5,50200,Meri- ja rannikkovesiliikenteen tavarankuljetus,Freight transport by sea and coastal waterways,Godstransporter till sjöss och kustnära vattenvägar,H
3,503,Sisävesiliikenteen henkilökuljetus,Passenger transport in inland waterways,Persontransport på inre vattenvägar,H
4,5030,Sisävesiliikenteen henkilökuljetus,Passenger transport in inland waterways,Persontransport på inre vattenvägar,H
5,50300,Sisävesiliikenteen henkilökuljetus,Passenger transport in inland waterways,Persontransport på inre vattenvägar,H
3,504,Sisävesiliikenteen tavarankuljetus,Inland waterway transport of goods,Transport av gods på inre vattenvägar,H
4,5040,Sisävesiliikenteen tavarankuljetus,Inland waterway transport of goods,Transport av gods på inre vattenvägar,H
5,50400,Sisävesiliikenteen tavarankuljetus,Inland waterway transport of goods,Transport av gods på inre vattenvägar,H
2,51,Ilmaliikenne,Air traffic,Luftfart,H
3,511,Matkustajalentoliikenne,Passenger air traffic,Passagerarflygtrafik,H
4,5110,Matkustajalentoliikenne,Passenger air traffic,Passagerarflygtrafik,H
5,51101,Säännöllinen matkustajalentoliikenne,Regular passenger air traffic,Regelbunden passagerarflyg,H
5,51102,Tilausmatkustajalentoliikenne,Charter passenger air traffic,Charterpassagerarflygtrafik,H
3,512,Lentoliikenteen tavarankuljetus ja avaruusliikenne,Air freight and space transport,Flygfrakt och rymdtransport,H
4,5121,Lentoliikenteen tavarankuljetus,Air freight transport,Flygfraktstransporter,H
5,51210,Lentoliikenteen tavarankuljetus,Air freight transport,Flygfraktstransporter,H
4,5122,Avaruusliikenne,Space traffic,Rymdtrafik,H
5,51220,Avaruusliikenne,Space traffic,Rymdtrafik,H
2,52,Varastointi ja liikennettä palveleva toiminta,Storage and operations serving traffic,Lagring och drift som betjänar trafik,H
3,521,Varastointi,Storage,Lagring,H
4,5210,Varastointi,Storage,Lagring,H
5,52100,Varastointi,Storage,Lagring,H
3,522,Liikennettä palveleva toiminta,Operation serving traffic,Verksamhet som betjänar trafik,H
4,5221,Maaliikennettä palveleva toiminta,Operations serving ground traffic,Verksamhet som betjänar marktrafik,H
5,52211,Tavaratieliikenteen terminaalitoiminta,Terminal operation of freight transport,Terminaldrift av godstransporter,H
5,52212,Maksullinen pysäköinti,Toll parking,Avgiftsbelagd parkering,H
5,52219,Muu maaliikennettä palveleva toiminta,Other activities serving land transport,Andra verksamheter som betjänar landtransporter,H
4,5222,Vesiliikennettä palveleva toiminta,Activities serving water traffic,Verksamhet som betjänar vattentrafik,H
5,52221,Satamatoiminta,Port operations,Hamnverksamhet,H
5,52229,Muu vesiliikennettä palveleva toiminta,Other activities serving water traffic,Andra aktiviteter som betjänar vattentrafik,H
4,5223,Ilmaliikennettä palveleva toiminta,Operations serving air traffic,Verksamhet som betjänar flygtrafiken,H
5,52230,Ilmaliikennettä palveleva toiminta,Operations serving air traffic,Verksamhet som betjänar flygtrafiken,H
4,5224,Lastinkäsittely,Cargo handling,Lasthantering,H
5,52240,Lastinkäsittely,Cargo handling,Lasthantering,H
4,5225,Logistiikkapalvelut,Logistics services,Logistiktjänster,H
5,52250,Logistiikkapalvelut,Logistics services,Logistiktjänster,H
4,5226,Muu liikennettä palveleva toiminta,Other activities serving traffic,Övriga aktiviteter som betjänar trafiken,H
5,52260,Muu liikennettä palveleva toiminta,Other activities serving traffic,Övriga aktiviteter som betjänar trafiken,H
3,523,Liikennettä koskevat välityspalvelut,Brokerage services concerning traffic,Mäklartjänster avseende trafik,H
4,5231,Rahtiliikennettä koskevat välityspalvelut,Freight forwarding services,Speditionstjänster,H
5,52310,Rahtiliikennettä koskevat välityspalvelut,Freight forwarding services,Speditionstjänster,H
4,5232,Henkilöliikennettä koskevat välityspalvelut,Brokerage services for passenger transport,Mäklartjänster för persontransporter,H
5,52320,Henkilöliikennettä koskevat välityspalvelut,Brokerage services for passenger transport,Mäklartjänster för persontransporter,H
2,53,Posti- ja kuriiritoiminta,Postal and courier services,Post- och budtjänster,H
3,531,Postin yleispalvelu,Posti's universal service,Postis samhällsomfattande tjänst,H
4,5310,Postin yleispalvelu,Posti's universal service,Postis samhällsomfattande tjänst,H
5,53100,Postin yleispalvelu,Posti's universal service,Postis samhällsomfattande tjänst,H
3,532,"Muu posti-, jakelu- ja kuriiritoiminta","Other postal, delivery and courier activities","Övrig post-, utdelnings- och budverksamhet",H
4,5320,"Muu posti-, jakelu- ja kuriiritoiminta","Other postal, delivery and courier activities","Övrig post-, utdelnings- och budverksamhet",H
5,53200,"Muu posti-, jakelu- ja kuriiritoiminta","Other postal, delivery and courier activities","Övrig post-, utdelnings- och budverksamhet",H
3,533,Posti- ja kuriiritoimintaa koskevat välityspalvelut,Brokerage services for postal and courier operations,Mäklartjänster för post- och budverksamhet,H
4,5330,Posti- ja kuriiritoimintaa koskevat välityspalvelut,Brokerage services for postal and courier operations,Mäklartjänster för post- och budverksamhet,H
5,53300,Posti- ja kuriiritoimintaa koskevat välityspalvelut,Brokerage services for postal and courier operations,Mäklartjänster för post- och budverksamhet,H
1,I,Majoitus- ja ravitsemistoiminta,Accommodation and catering operations,Boende och cateringverksamhet,
